dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.frequence;custom.cycle;custom.periodicity;pigma.identifiant-pigma;pigma.lien-pigma;pigma.origine;pigma.frequence;pigma.remarque_frequence;datasetid
;;;;;;;;;;;;;;;;;communauté urbaine,Usage des sols,Occupation et usage du sol,opendata,données ouvertes,inspire,ZONAGE_PLU,PLU,fond de plan,urbanisme,habitat,transports_déplacements,documents graphiques,plans de zonages;;4200e9f8-a719-43ed-bbe0-d8a3d258bf0f;;;;;Direction de l’Urbanisme, du Patrimoine et des Paysages;;;;Cette donnée a été créée afin d'éditer sur format papier le PLU opposable.;Le PLU 3.1 de Bordeaux Métropole concerne le territoire des 28 communes de la métropole.;-0.8835;-0.44377;44.730085;45.04764;Plan de zonage du PLU;"<p>
	Le plan local d'urbanisme (PLU) est un document d'urbanisme réglementaire qui traduit le projet d'aménagement et de développement de Bordeaux Métropole. Il est composé de plusieurs documents graphiques. Cette donnée représente, sous forme raster géoréférencé, les Plans de zonage du PLU (article R.123-13 du CU). Ces données n'ont pas un caractère opposable, seul le PLU papier approuvé est opposable (contrôle de légalité).</p><div style=""font-size: 12.495px;""><hr/><p><span style=""font-size: 18px; font-weight: 700;"">Téléchargement</span><br/><span style=""font-weight: bolder;""></span></p></div><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'><a class=""ods-button"" href=""https://data.bordeaux-metropole.fr/opendata/graphic_downloader/?layer=64&amp;format=36"">Téléchargement au format Image JPEG </a></p><hr/><h4>URL du WebService WMS</h4><ul style=""font-size: 12.495px;""><li>https://data.bordeaux-metropole.fr/wms?key=[VOTRECLE]</li><li>Nom de la couche à fournir à votre client : <b style=""font-family: arial; font-size: 12px;"">ZONAGE_PLU</b></li></ul><h4>Demande de clé</h4><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'>Remplacez [votre clé] par la clé logicielle qui vous a été fournie par Bordeaux Métropole. Pour en commander une clé (valide pour les WebServices WMS, WFS, WPS et API CUB), <a href=""https://opendata.bordeaux-metropole.fr/pages/demande-cle/"" target=""_blank"">cliquez-ici</a></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'><br/></p><hr/><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'><br style=""font-size: 12.495px;""/></p><div><center><h2></h2></center></div>";Urbanisme;usage,communauté,document,urbanisme,plu,inspire,zonage,urbaine,plan,sols,raster,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2019-04-03T16:06:21+00:00;False;False;;2026-03-29T17:09:07.506000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;0;;;;;;;False;;;Millésimée;Finalisé;;4200e9f8-a719-43ed-bbe0-d8a3d258bf0f ;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/4200e9f8-a719-43ed-bbe0-d8a3d258bf0f;Ces données sont produites par Bordeaux Métropole. Ce jeu de données a été conçu par une application qui génère des plans raster à partir des jeux de données vecteur de la série de données 'documents graphiques'.;Non planifié;Le PLU évolue à chaque nouvelle procédure, suite à un arrêté du Président de Bordeaux Métropole, du Préfet ou une délibération. La date de validité correspond à la date du conseil métropolitain. La date de publication à la date d'opposabilité du document.;zonage_plu
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Objet ponctuel du PCRS : signalisation;"<div class=""dico"" style=""font-size: 12.495px;""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#cr_objet_sign_p"" target=""_blank"">     <div class=""dico-img-div"">      <img alt=""picto dictionnaire public"" class=""dico-img"" src=""https://opendata.bordeaux-metropole.fr/assets/theme_image/dico_big.png""/>     </div><small class=""dico-lib"" style=""font-size: 9.996px;"">Dictionnaire Public</small></a>   </div><p>Ce jeu de donnée référence les Objets ponctuels du PCRS du thème ""Signalisation"".<br>Le Plan Corps de Rue Simplifié (PCRS) est constitué et actualisé sur Bordeaux Métropole dans le cadre de la réforme anti-endommagement des réseaux de 2012 afin de servir de référentiel géographique de précision pour la sécurisation des interventions à proximité des réseaux en tant que support à la localisation des réseaux dans les réponses aux déclarations de travaux (DT et DICT). Le PCRS sur Bordeaux Métropole est une restitution d'objets vecteur 3D avec une classe de précision de [3 cm] en XY et Z pouvant servir à d’autres usages allant au-delà de la réglementation anti-endommagement pour laquelle il a été initialement constitué.</p>     <hr id=""horizontalrule""/>   <p>Ce jeu de données est disponible dans un format additionnel :  <br></p>   <p><a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/CR_OBJET_SIGN_P.dwg"">Téléchargement au format AutoCAD DWG  </a></p>";Infrastructure physique (réseau);pcrs,public,domaine,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T04:33:50+00:00;False;True;2026-03-31T04:33:50+00:00;2026-03-31T04:33:50.942000+00:00;fr_70_243300316;False;Bordeaux Métropole;Point;"{""coordinates"": [[[-0.46059991233050823, 45.03565359860659], [-0.8833303023129702, 45.03565359860659], [-0.8833303023129702, 44.743263982236385], [-0.46059991233050823, 44.743263982236385], [-0.46059991233050823, 45.03565359860659]]], ""type"": ""Polygon""}";Bordeaux Métropole;;105801;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;;;;;;cr_objet_sign_p
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Budget supplémentaire 2022 de Bordeaux Métropole;Crédits votés au budget supplémentaire par nature au niveau des chapitres. ;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2022-09-21T14:31:23+00:00;False;True;2022-09-21T14:31:23+00:00;2025-06-02T08:04:53.686000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2709;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_budgetsupp_2022
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Relation entre couloir de bus et ligne commerciale;"<p>Le réseau de transports urbains sur Bordeaux Métropole (TBM) est le réseau de transports collectifs (tramway, bus, navettes fluviales et vélos en libre service) de Bordeaux Métropole. Un délégataire de service public met en oeuvre les décisions de La Métropole et exploite ce réseau.</p><hr/><p>Ce jeu de données met en relation <a href=""/explore/dataset/sv_couloir_l"" target=""_blank"">les couloirs de Bus</a> et <a href=""/explore/dataset/sv_ligne_a"" target=""_blank"">les lignes commerciales</a>.</p><hr/><p><br/></p>";Transports/mobilité;transports,réseau,vcub,bateaux,batcub,ligne,chemin,tronçons,tramway,tram,parcours,bus,couloir,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:07:33+00:00;False;True;2026-03-31T03:07:33+00:00;2026-03-31T03:07:33.414000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;1064;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;;;;;;sv_couloir_l_sv_ligne_a
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bureaux de vote de la ville de Talence;;Observation / connaissance du territoire;Vote,lieu,Elections,Talence,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2023-06-01T12:58:00+00:00;False;False;2023-06-01T12:59:14+00:00;2025-06-02T08:08:16.534000+00:00;;False;;Point;"{""coordinates"": [[[-0.5795150622725487, 44.819651995785534], [-0.5998750403523445, 44.819651995785534], [-0.5998750403523445, 44.79416396934539], [-0.5795150622725487, 44.79416396934539], [-0.5795150622725487, 44.819651995785534]]], ""type"": ""Polygon""}";Ville de Talence;;6;;;;;;;False;;;Millésimée;Finalisé;Irrégulière;;;;;;tal_bureaux_de_vote
;;;;;;;;;;;;;;;;;communauté urbaine,Transport,Opendata,données ouvertes,SV_FLEXO,SAEIV,bus,déplacement,circulation,transport en commun,sv_flexo_s;;8cfec5c0-42d7-45e4-acb1-eff82861117a;;;;;Direction de la stratégie et des études de déplacements;;;;Permet une exploitation cartographique en OpenData des données issues du système de gestion temps réel des bus (SAEIV) provenant du délégataire transport de Bordeaux Métropole. Ce jeu de données peut être mis en relation avec Arrêt d'une zone Flexo et Ligne commerciale SAEIV;Bordeaux Métropole;-0.8835;-0.44377;44.730085;45.04764;Zone Flexo SAEIV;"<html> <head></head> <body>  <div class=""dico"">   <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#sv_flexo_s"" target=""_blank"">     <div>     <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>    </div></a>  </div>  <br/>  <p>Ce jeu de données surfacique représente les zones de couverture, appelées zones Flexo dans lesquelles les arrêts de bus du réseau de la Métropole Bordelaise TBM sont desservis à la demande.</p>  <hr/>   <p>Ce jeu de données peut être mis en relation avec <a href=""/explore/dataset/sv_arrfl_a"" target=""_blank"">Arrêt d'une zone Flexo</a> et <a href=""/explore/dataset/sv_ligne_a"" target=""_blank"">Ligne commerciale SAEIV</a></p>  <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel : <br/> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/SV_FLEXO_S.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  </body></html>";Transports/mobilité;temps réel,arrêt,zone,bus,flexo,desserte,saeiv,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:05:13+00:00;False;True;2026-03-31T03:05:13+00:00;2026-03-31T03:05:16.094000+00:00;fr_70_243300316;True;Bordeaux Métropole;;;Bordeaux Métropole;;0;;;;;;;False;;;Temps réel;Finalisé;Quotidienne;8cfec5c0-42d7-45e4-acb1-eff82861117a ;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/8cfec5c0-42d7-45e4-acb1-eff82861117a;Système d'aide à l'exploitation en temps réel des bus de Bordeaux Métropole.;Quotidienne;Issu de données en temps réel. Mise à jour au démarrage du serveur à partir de 4h.;sv_flexo_s
;;;;;;;;;;;;;;;;;communauté urbaine,Usage des sols,Occupation et usage du sol,opendata,données ouvertes,inspire,P_INFO,PLU,urbanisme,habitat,transports_déplacements,patrimoine,environnement,métropole,informations linéaires,informations ponctuelles,informations surfaciques;;23144f68-eab2-4536-82da-adfdcbed5d0c;;;;;Direction de l’Urbanisme, du Patrimoine et des Paysages;;;;Les données ponctuelles permettent de renvoyer vers l'atlas des arbres isolés, ou d'indiquer une perspective. Les données surfaciques permettent l'édition des planches des périmètres divers.;Le PLU 3.1 de Bordeaux Métropole concerne le territoire des 28 communes de la métropole.;-0.8835;-0.44377;44.730085;45.04764;Information ponctuelle (PLUi);"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#p_info_p"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br/>   <p> Les informations du PLU 3.1 peuvent être linéaires, ponctuelles ou informatives.<br/> Les ponctuels informatifs sont reportés sur les plans 'ville de pierre' pour les perspectives, et sur le plan de zonages pour les arbres isolés.<br/> Les informations surfaciques sont reportées ou non sur les planches des périmètres divers (ZAC, ZAD, PAE, PUP) </p>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel : <br/> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/P_INFO_P.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  <br/>
<hr><p><span style=""font-size: 18px; font-weight: 700;"">Téléchargement du PLU au format CNIG 2017</span><br/></p><p><a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/Standards/PLU/PLU_CNIG.gpkg"">Téléchargement au format Geopackage (GPKG)</a></p></hr>";Urbanisme;occupation,linéaires,informations,habitat,environnement,urbanisme,urbaine,usage,plu,sols,patrimoine,plan,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T04:00:24+00:00;False;True;2026-03-31T04:00:24+00:00;2026-03-31T04:00:26.257000+00:00;fr_70_243301165,fr_70_243300316;True;Communauté de communes Jalle-Eau-Bourde,Bordeaux Métropole;Point;"{""coordinates"": [[[-0.4804911743849516, 44.95828536339104], [-0.7750615105032921, 44.95828536339104], [-0.7750615105032921, 44.75838657002896], [-0.4804911743849516, 44.75838657002896], [-0.4804911743849516, 44.95828536339104]]], ""type"": ""Polygon""}";Bordeaux Métropole;;836;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;23144f68-eab2-4536-82da-adfdcbed5d0c;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/23144f68-eab2-4536-82da-adfdcbed5d0c;Ces données sont produites par Bordeaux Métropole.;Non planifié;Le PLU évolue à chaque nouvelle procédure, suite à un arrêté du Président de Bordeaux Métropole, du Préfet ou une délibération. La date de validité correspond à la date du conseil métropolitain. La date de publication à la date d'opposabilité du document.;p_info_p
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Avenants notifiés en 2018;Liste incrémentale des avenants notifiés en 2018;Commande Publique;avenants,notifiés,publics,2018,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:45:54+00:00;False;False;2021-01-19T21:32:04+00:00;2025-06-02T08:07:34.141000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;42;;;;;;;False;;;Millésimée;Finalisé;;;;;;;avenants_notifies_2018
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Localisation sur voie ou arrêt TBM;"<p>Service de recherche sur nom de voie, équipement public ou arrêt TBM</p><hr/><div><center><h1>WebService WPS</h1></center><h2>Fonctionnement</h2><p>Le WPS est un service d'accès temps réel. Pour plus de détails, reportez-vous à la FAQ.</p><h2>URL du WebService : </h2><p><a href=""https://data.bordeaux-metropole.fr/wps?key=[votre"">https://data.bordeaux-metropole.fr/wps?key=[votre</a> clé]</p><p>Remplacez  [votre clé] par la clé logicielle qui vous a été fournie par Bordeaux  Métropole. Pour en commander une (valide pour les WebServices WMS, WFS,  WPS et API CUB), <a href=""https://data.bordeaux-metropole.fr/key.php"">cliquez-ici</a></p><p>Si vous souhaitez consulter plus d'information sur les webservices OGC cliquez sur <a href=""https://opendata.bordeaux-metropole.fr/pages/webservice-ogc/"" target=""_blank"">ce lien</a></p><h2>Nom de la couche</h2><p>Nom de la couche à fournir à votre client : <strong>recherche<br/></strong></p><hr/><p><br/><strong></strong></p></div>";Transports/mobilité;recherche,localisation,adresse,tbm,équipement,voie,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:53:41+00:00;False;False;;2025-06-02T08:10:38.024000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;0;;;;;;;False;;;Service;Finalisé;;;;;;;recherche_voie
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Marchés publics notifiés en 2015;Liste incrémentale des marchés publics notifiés par Bordeaux métropole, mise à jour mensuellement.;Commande Publique;marchés publics,notifiés,liste,2015,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:51:17+00:00;False;False;2021-01-19T20:52:36+00:00;2025-06-02T08:11:14.336000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;1076;;;;;;;False;;;Millésimée;Finalisé;;;;;;;marches_publics_notifies_2015
;;;;;;;;;;;;;;;;;Services d'utilité publique,SE_EPCI_S,cartographie,périmètre administratif,découpage administratif,secteur,epci,SE_EPCI,IGN,BDTopo;;f6859421-aa84-468f-874c-bad7296834aa;;;;;Direction de l'Information Géographique;;;;Ce jeu de données, a été créé et mis à disposition en OpenData par l'IGN, il a été intégré dans le SIG de Bordeaux Métropole pour faciliter le travail de cartographie et de compréhension du territoire;Département de la Gironde;-0.8835;-0.44377;44.73008;45.04764;Établissement Public de Coopération Intercommunale;"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#se_epci_s"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p>Découpage géographique des Établissements Public de Coopération Intercommunale sous forme de polygones. Structure administrative regroupant plusieurs communes afin d'exercer certaines compétences en commun. Seuls les EPCI à fiscalité propre sont retenus, ainsi que les EPT (Etablissement public territorial) liés à la métropole du Grand Paris.</p><hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel : <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/SE_EPCI_S.dwg""> Téléchargement au format AutoCAD DWG </a> </p>";Observation / connaissance du territoire;toponymie,noms,limites,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:33:23+00:00;False;True;2026-03-31T03:33:23+00:00;2026-03-31T03:33:23.400000+00:00;world_fr;True;France;MultiPolygon,Polygon;"{""coordinates"": [[[9.560093572363257, 51.088989386335015], [-5.023072063922882, 51.088989386335015], [-5.023072063922882, 41.333555560559034], [9.560093572363257, 41.333555560559034], [9.560093572363257, 51.088989386335015]]], ""type"": ""Polygon""}";Bordeaux Métropole;;1243;;;;;;;False;;;Quotidienne;Finalisé;Irrégulière;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/f6859421-aa84-468f-874c-bad7296834aa;Pour en savoir sur cette données et plus généralement sur les données disponibles dans le RGE de la BDTopo n'hésitez pas à consulter la ressource en ligne suivante : https://geoservices.ign.fr/sites/default/files/2024-08/DC_BDTOPO_3-4.pdf;En continu;"Ce jeun de données est produit par l'IGN dans le cadre de la constitution du socle de données du  Référentiel Grande Échelle (RGE) intégré à la BDTopo. L’actualité des informations est définie par le décalage entre les données de la BD TOPO® (J+1) et le terrain nominal à une date T.  L’actualité décrit la « fraîcheur » des données. Le rythme de disponibilité peut varier :  • J+1 ; • hebdomadaire (à l’étude) ; • trimestriel ; • annuel. De nombreux thèmes de la BD TOPO® sont mis à jour en continu ; leur exhaustivité est consolidée  lors des processus cycliques variant selon les thèmes : restitution photogrammétrique, exploitation de  différentiels issus de sources partenariales.";se_epci_s
